Id,SalePrice
1461,108297.15217840415
1462,181899.77073352668
1463,166038.58474968886
1464,182254.9531765373
1465,198381.7137763996
1466,170659.44193945685
1467,183579.70872633834
1468,158791.7685563946
1469,207152.3388009814
1470,104157.53564880742
1471,187623.04970883369
1472,99021.70747914817
1473,84802.8906498428
1474,145450.4153287022
1475,102967.53343076305
1476,330588.5977818875
1477,246729.53077881224
1478,299584.8020971585
1479,290603.26651796536
1480,432047.85780371376
1481,294407.9251189849
1482,218247.82636831934
1483,171511.0424562851
1484,173966.447300327
1485,194338.5772719686
1486,207293.7086401824
1487,291840.48130950565
1488,263747.0169041788
1489,193917.5354139614
1490,234564.13140542828
1491,213976.1786080117
1492,100547.62924461509
1493,215561.46988398605
1494,287369.7207816888
1495,269477.53083734796
1496,239147.94322041003
1497,161217.14498259476
1498,172938.30008622468
1499,150079.4219461989
1500,151811.99313658616
1501,214400.834589754
1502,150832.36898803478
1503,296363.69005928515
1504,244206.4698816773
1505,222759.30978796072
1506,202220.82471593935
1507,248827.16447860468
1508,203877.3770216955
1509,156669.8314076853
1510,134448.83917355794
1511,153533.2904708502
1512,178628.76133836806
1513,140128.6683578214
1514,150341.34249199298
1515,209801.28785402095
1516,163534.89982037456
1517,171297.65091098263
1518,116946.08760787966
1519,233659.75714043202
1520,118221.63755140733
1521,109649.68918199395
1522,197771.16613843665
1523,89614.29360449268
1524,101869.86244128156
1525,88448.09682412934
1526,101322.81692959298
1527,95484.89806121052
1528,142245.44556643814
1529,144584.58791430155
1530,220501.16869820352
1531,166268.39515799726
1532,119489.18072395143
1533,188482.9813055955
1534,116846.3881035673
1535,150754.8639893802
1536,111081.95654968498
1537,49756.445704544196
1538,177240.4802598341
1539,216521.90348648303
1540,118578.6139869995
1541,137514.96159735462
1542,148088.8813365663
1543,193719.02880422468
1544,91925.02856289828
1545,120518.09530012589
1546,145806.82563925395
1547,157261.34572365065
1548,133790.97968890192
1549,127162.35715919337
1550,140217.63942792406
1551,127131.31256111478
1552,154805.98389229923
1553,167121.6977745341
1554,116621.88266299106
1555,159807.8640833618
1556,103060.8700997075
1557,98032.27221804392
1558,90178.06059016706
1559,94459.32292332221
1560,144050.92965344735
1561,127650.197026185
1562,137371.26600643154
1563,122047.19138020533
1564,149989.16643672716
1565,128169.54314901028
1566,246698.95805513347
1567,54630.6926876104
1568,227223.92044208501
1569,106564.7680059534
1570,141078.92015017592
1571,101240.62377267284
1572,131560.1860052417
1573,264844.46741991304
1574,120341.8787597632
1575,258223.62464925228
1576,251165.48340776702
1577,198686.06203623163
1578,126653.31871551741
1579,132203.7077220832
1580,190873.17735004006
1581,165590.84937749617
1582,126323.50966805965
1583,296111.1084974706
1584,224541.7431924648
1585,150458.4210344772
1586,59828.53710379521
1587,86465.47039026814
1588,157427.11197157367
1589,100778.67125091911
1590,119979.1147490486
1591,86343.88795641321
1592,128717.56364266598
1593,136001.70117472298
1594,147180.1308789649
1595,128882.43905635108
1596,216284.10604637768
1597,160368.39108223282
1598,182728.3601362356
1599,203786.59810331743
1600,193313.3562180237
1601,31529.66871643113
1602,121614.00276091322
1603,66130.8208675296
1604,276913.254807977
1605,252708.24321193364
1606,156025.05409145006
1607,156768.4624425266
1608,228798.9262974034
1609,198866.58034339105
1610,146355.27544039162
1611,143865.58570701582
1612,178663.60541810608
1613,158653.94584119972
1614,134488.97402203828
1615,87816.93321202812
1616,62281.04535496095
1617,66836.45265320013
1618,107119.09291897737
1619,147267.21963808103
1620,171760.06730200583
1621,138924.46423515445
1622,143442.97318374785
1623,271611.9721537712
1624,212078.79703631322
1625,103201.70920636132
1626,177339.17383024795
1627,176974.48324814765
1628,288645.9299470689
1629,173984.0287747013
1630,313673.3182568499
1631,220386.69320106576
1632,226587.98547997978
1633,179387.85028783605
1634,192208.19810794014
1635,188631.27530394378
1636,156463.07405316434
1637,195284.11955069867
1638,215616.33856770326
1639,171570.70327071426
1640,259138.412156631
1641,176275.06552954135
1642,253208.31895859144
1643,225240.10412648902
1644,229104.18293554708
1645,235106.13859688002
1646,170368.1316786625
1647,151229.91637527663
1648,129740.61061724392
1649,139509.45609988808
1650,113641.45731223281
1651,108565.87235144619
1652,101819.41339722392
1653,105388.99929729546
1654,158059.1197171742
1655,147293.63676282205
1656,139160.4381295396
1657,159502.945194731
1658,159318.43300368986
1659,113467.0061071734
1660,152522.6710926583
1661,402811.58314792486
1662,332292.0939989574
1663,349982.3558300454
1664,372141.70391564025
1665,296233.03297224315
1666,302525.55078902515
1667,337855.3924838477
1668,332998.97817820916
1669,294896.5814955458
1670,321121.6512425409
1671,254645.71364820097
1672,371573.3514168509
1673,285474.8544898892
1674,250382.13806632836
1675,202181.65356741473
1676,203156.184973157
1677,206105.22226849222
1678,427605.92394829076
1679,341306.6639935104
1680,305492.23612519493
1681,256964.74913969217
1682,292530.99255008646
1683,188579.0853061478
1684,188924.69423691602
1685,193066.52274247236
1686,178731.44710713672
1687,177704.58783584647
1688,204244.08822373278
1689,209833.8865756085
1690,212815.1407886329
1691,201276.44926539552
1692,260787.5589781606
1693,180241.09932368854
1694,182439.1820906056
1695,156304.2995764655
1696,267003.87497788644
1697,153570.6873781148
1698,313300.7185060566
1699,331527.08284851816
1700,244225.68968257634
1701,272747.74991826876
1702,252129.67745961226
1703,247177.9435582026
1704,282459.1601933113
1705,266318.2194390595
1706,347714.0070577655
1707,204466.33968510223
1708,207833.42487021256
1709,263867.48693825863
1710,237433.96099697566
1711,278363.32521931827
1712,261684.98120165337
1713,262279.2284860769
1714,216878.9354629533
1715,214736.4457262517
1716,187314.36960305902
1717,193746.7748644445
1718,144979.604979994
1719,225300.94528950704
1720,278443.7941712006
1721,177763.26974645653
1722,131802.2873409146
1723,161771.87168186018
1724,223945.34478561464
1725,241533.98768787715
1726,200804.58494521375
1727,157656.20254538022
1728,186981.68533001747
1729,157406.18588205986
1730,160464.9821449318
1731,136795.72790171276
1732,127463.71777057741
1733,96020.44971400872
1734,122190.47647134704
1735,136664.60274346336
1736,98488.64445568598
1737,298173.33190808026
1738,227625.79137548502
1739,247845.43688248633
1740,203526.28559863614
1741,183134.6196547232
1742,192078.4452852679
1743,198821.90247155027
1744,303186.0522422069
1745,226384.42797056143
1746,199177.6907085569
1747,219818.62635293906
1748,219242.52037630766
1749,160509.15059567825
1750,144259.08063435997
1751,265224.6411697208
1752,108627.59050075826
1753,153509.1326944097
1754,214291.78666904685
1755,181149.58361503808
1756,132337.02347911336
1757,112952.43434807518
1758,141787.2664207206
1759,156050.8928522158
1760,166881.13724968047
1761,159869.35705198278
1762,172131.04520325921
1763,179123.97660254245
1764,94567.63190849335
1765,191887.57132316474
1766,186669.75248456653
1767,227955.51165026543
1768,138507.64838444116
1769,172396.08975479053
1770,169203.94234158867
1771,112242.3369172921
1772,148477.999908983
1773,130326.28562204889
1774,150677.00572737935
1775,142007.74523834744
1776,135021.0039668267
1777,85605.69935981766
